runge results
+-------------+----------------------+-------------------------+------------------------+
| Num samples | Initial num of knots | Best num interior knots |       Tolerance        |
|      80     |          31          |            29           | 0.0006525582196972302  |
|      80     |          32          |            30           | 0.0007152252515687518  |
|      80     |          33          |            31           | 0.0005010523113577747  |
|      80     |          34          |            32           | 0.0005040102817065462  |
|      80     |          35          |            33           | 0.00039309525945818713 |
|      80     |          36          |            34           | 0.0003565695127808466  |
|      80     |          37          |            35           | 0.0003095702568913783  |
|      80     |          38          |            36           | 0.0002545997474684425  |
|      80     |          39          |            37           | 0.00024303373415845986 |
|      80     |          40          |            38           | 0.00019801448751632922 |
|      80     |          41          |            39           | 0.00019322747371974813 |
|      80     |          42          |            40           | 0.00016003619311455441 |
|      80     |          43          |            41           | 0.00015679723974859616 |
|      80     |          44          |            42           | 0.00012608400455460522 |
|      80     |          45          |            43           | 0.00013084887420866664 |
|      80     |          46          |            28           | 9.704228188911479e-05  |
|      80     |          47          |            45           | 0.00011305088451074585 |
|      80     |          48          |            28           | 9.266276374929328e-05  |
|      80     |          49          |            47           | 0.00010001902241529859 |
|      80     |          50          |            34           |  7.54867868736353e-05  |
|      80     |          51          |            31           | 8.880142867784269e-05  |
|      80     |          52          |            34           | 6.455715709796639e-05  |
|      80     |          53          |            33           | 9.591203992808522e-05  |
|      80     |          54          |            32           |  8.5908996393054e-05   |
|      80     |          55          |            37           | 7.288656878079447e-05  |
|      80     |          56          |            36           | 4.588256516868672e-05  |
|      80     |          57          |            35           | 7.080409288340306e-05  |
|      80     |          58          |            38           | 5.6702302988820286e-05 |
|      80     |          59          |            35           | 8.871414768642227e-05  |
|      80     |          60          |            38           | 7.146317831761839e-05  |
|      80     |          61          |            41           |  6.43583244236412e-05  |
|      80     |          62          |            36           | 9.693673318196538e-05  |
|      80     |          63          |            41           | 6.051831302449073e-05  |
|      80     |          64          |            40           | 6.480114426344469e-05  |
|      80     |          65          |            37           | 9.762844157171213e-05  |
|      80     |          66          |            40           | 7.383774779619323e-05  |
|      80     |          67          |            43           | 4.6834224419312065e-05 |
|      80     |          68          |            42           |  2.88221242173356e-05  |
|      80     |          69          |            43           | 6.871306477104072e-05  |
|      80     |          70          |            40           | 9.981728821272656e-05  |
|      80     |          71          |            41           | 7.640871945120697e-05  |
|      80     |          72          |            48           |  7.04293002691675e-05  |
|      80     |          73          |            47           |  6.68394095312691e-05  |
|      80     |          74          |            48           | 9.069283374570081e-05  |
|      80     |          75          |            47           | 4.771127475592524e-05  |
|      80     |          76          |            44           | 7.854752013060351e-05  |
|      90     |          30          |            28           |   0.0010558457753439   |
|      90     |          31          |            29           | 0.0006500690085730065  |
|      90     |          32          |            30           | 0.0007348972670976339  |
|      90     |          33          |            31           | 0.0005003367971905259  |
|      90     |          34          |            32           | 0.0005185469871982207  |
|      90     |          35          |            33           | 0.0003876418216842703  |
|      90     |          36          |            34           | 0.0003713914901242177  |
|      90     |          37          |            35           | 0.00030201156279174857 |
|      90     |          38          |            36           | 0.00027236871039482136 |
|      90     |          39          |            37           | 0.00024084115587796884 |
|      90     |          40          |            38           | 0.0002001795333090861  |
|      90     |          41          |            39           | 0.00019308368308790236 |
|      90     |          42          |            40           | 0.00015228555625601548 |
|      90     |          43          |            41           | 0.0001543418442787603  |
|      90     |          44          |            42           | 0.00012843714767463155 |
|      90     |          45          |            43           | 0.0001247582764654087  |
|      90     |          46          |            44           | 0.00010575541258361909 |
|      90     |          47          |            45           | 0.00010238501645909448 |
|      90     |          48          |            30           | 9.855510125946626e-05  |
|      90     |          49          |            33           | 8.555381663954975e-05  |
|      90     |          50          |            34           | 6.755292791116307e-05  |
|      90     |          51          |            31           | 7.344368449002658e-05  |
|      90     |          52          |            34           | 9.016002710797444e-05  |
|      90     |          53          |            35           | 8.078836573469778e-05  |
|      90     |          54          |            34           | 7.234703984196345e-05  |
|      90     |          55          |            37           | 6.497206725613464e-05  |
|      90     |          56          |            38           | 5.861537382130522e-05  |
|      90     |          57          |            37           | 6.674591348379555e-05  |
|      90     |          58          |            38           | 8.399826918641107e-05  |
|      90     |          59          |            39           | 7.708967311022275e-05  |
|      90     |          60          |            40           |  4.96674483323814e-05  |
|      90     |          61          |            41           | 6.493214876707176e-05  |
|      90     |          62          |            38           | 7.071586859429269e-05  |
|      90     |          63          |            41           | 9.080963563241895e-05  |
|      90     |          64          |            40           | 9.666107638463262e-05  |
|      90     |          65          |            39           | 7.811402647888571e-05  |
|      90     |          66          |            44           |  4.93168234063715e-05  |
|      90     |          67          |            45           | 6.391069591785148e-05  |
|      90     |          68          |            44           | 6.791636549316471e-05  |
|      90     |          69          |            43           | 9.841912283679172e-05  |
|      90     |          70          |            44           | 8.051144493651657e-05  |
|      90     |          71          |            45           | 7.502094882183563e-05  |
|      90     |          72          |            48           | 4.885651188352852e-05  |
|      90     |          73          |            47           | 7.085236558987407e-05  |
|      90     |          74          |            46           | 9.975949424440717e-05  |
|      90     |          75          |            47           | 8.258180234556323e-05  |
|      90     |          76          |            46           | 8.028688928868322e-05  |
