sinus plus x results
+-------------+----------------------+-------------------------+------------------------+
| Num samples | Initial num of knots | Best num interior knots |       Tolerance        |
|     120     |          62          |            28           | 0.0007215861465972306  |
|     120     |          63          |            32           | 0.0007920239088374803  |
|     120     |          64          |            36           |  0.000279033447295296  |
|     120     |          65          |            30           | 0.0008997327381964348  |
|     120     |          66          |            26           |  0.000953129468203584  |
|     120     |          67          |            30           | 0.0008075076479734378  |
|     120     |          68          |            32           | 0.0008245350148035069  |
|     120     |          69          |            32           | 0.0006566352079540039  |
|     120     |          70          |            36           | 0.0007883407291945366  |
|     120     |          71          |            32           | 0.0009664448851538499  |
|     120     |          72          |            40           | 0.00045282373838140266 |
|     120     |          73          |            34           | 0.0008479834976593548  |
|     120     |          74          |            36           | 0.0006098225632480414  |
|     120     |          75          |            42           | 0.00033320911359246974 |
|     120     |          76          |            36           | 0.0008160217039792084  |
|     120     |          77          |            36           | 0.0007481321798668006  |
|     120     |          78          |            36           | 0.0009058843302507391  |
|     120     |          79          |            36           | 0.0009285172163914224  |
|     120     |          80          |            38           |  0.000769838330470396  |
|     120     |          81          |            38           | 0.0005418949744180335  |
|     120     |          82          |            36           | 0.0008882156171787781  |
|     120     |          83          |            36           | 0.0009222487767639453  |
|     120     |          84          |            38           | 0.0008558278229807703  |
|     120     |          85          |            36           | 0.0009713777521662692  |
|     120     |          86          |            36           | 0.0007502881143974793  |
|     120     |          87          |            38           | 0.0007309541851225898  |
|     120     |          88          |            40           |  0.000947237386829558  |
|     120     |          89          |            40           | 0.0006958091364532848  |
|     120     |          90          |            38           | 0.0008401350198818935  |
|     120     |          91          |            40           | 0.0008743956419439147  |
|     120     |          92          |            40           |  0.000786425481320574  |
|     120     |          93          |            44           |  0.000588945184227363  |
|     120     |          94          |            44           | 0.0007091130458813932  |
|     120     |          95          |            48           | 0.00046386396352415815 |
|     120     |          96          |            44           | 0.0007382221469520722  |
|     120     |          97          |            40           | 0.0009395876180440244  |
|     120     |          98          |            44           | 0.0008804987873207715  |
|     120     |          99          |            44           | 0.0007494813905504216  |
|     120     |         100          |            46           | 0.0005577559374265739  |
|     120     |         101          |            48           | 0.0006909522289439973  |
|     120     |         102          |            44           | 0.0008660554345820692  |
|     120     |         103          |            42           | 0.0008353645331384829  |
|     120     |         104          |            40           | 0.0008011173534805405  |
|     120     |         105          |            40           | 0.0009638463922359009  |
|     120     |         106          |            46           | 0.0007024814483260755  |
|     120     |         107          |            48           | 0.0006240711570026924  |
|     120     |         108          |            48           | 0.0006540163309283198  |
|     120     |         109          |            48           | 0.0008150075781874211  |
|     120     |         110          |            42           | 0.0009995108767948402  |
|     120     |         111          |            48           | 0.0008836265858268577  |
|     120     |         112          |            42           | 0.0009682744007331046  |
|     120     |         113          |            50           | 0.0006751957400785713  |
|     120     |         114          |            48           | 0.0008468670169674564  |
|     120     |         115          |            50           | 0.0007417467922180565  |
|     120     |         116          |            48           | 0.0008862454791342955  |
|     130     |          43          |            24           | 0.0006019722494974289  |
|     130     |          44          |            26           | 0.0008359481434395688  |
|     130     |          45          |            24           | 0.0009638841616053107  |
|     130     |          46          |            24           | 0.0008404686845089326  |
|     130     |          47          |            28           | 0.0004069279539558046  |
|     130     |          48          |            28           | 0.0006570530925955609  |
|     130     |          49          |            30           | 0.0007401440797614178  |
|     130     |          50          |            26           | 0.0007299658264708908  |
|     130     |          51          |            32           | 0.00030286684135116815 |
|     130     |          52          |            28           | 0.0009887764863898418  |
|     130     |          53          |            32           | 0.0004925972343829965  |
|     130     |          54          |            30           | 0.0004545302087991532  |
|     130     |          55          |            30           | 0.0007230469943708684  |
|     130     |          56          |            28           | 0.0008974724964907477  |
|     130     |          57          |            32           | 0.0005008487758647595  |
|     130     |          58          |            28           | 0.0008451599018767242  |
|     130     |          59          |            34           | 0.0004183081023548807  |
|     130     |          60          |            34           |  0.000419840935385718  |
|     130     |          61          |            32           | 0.0007789334305199347  |
|     130     |          62          |            28           | 0.0005775671931596005  |
|     130     |          63          |            36           |  0.000418803274669699  |
|     130     |          64          |            34           | 0.0008394310164139274  |
|     130     |          65          |            34           | 0.0006837572309037476  |
|     130     |          66          |            30           | 0.0009553562864645926  |
|     130     |          67          |            36           | 0.0005840879213268035  |
|     130     |          68          |            36           | 0.0005690677841865277  |
|     130     |          69          |            30           | 0.0005997054649888867  |
|     130     |          70          |            34           | 0.0007632082318895783  |
|     130     |          71          |            34           |  0.000973088001476663  |
|     130     |          72          |            36           | 0.0006167014011737582  |
|     130     |          73          |            34           | 0.0008666422058825063  |
|     130     |          74          |            36           | 0.0005405972726600927  |
|     130     |          75          |            34           |  0.000735481939556637  |
|     130     |          76          |            36           | 0.0008135713098658126  |
|     130     |          77          |            38           | 0.00037910773079496973 |
|     130     |          78          |            34           | 0.0009349327570444821  |
|     130     |          79          |            36           |  0.000930874675847515  |
|     130     |          80          |            42           | 0.0007797623813978749  |
|     130     |          81          |            40           | 0.0005325264473320379  |
|     130     |          82          |            38           | 0.0006884700058821247  |
|     130     |          83          |            38           | 0.0007400205866632259  |
